Date,Time,Home,HG,HxGt,HxGp,Away,AG,AxGt,AxGp,GD,xGDt,xGDp,Final,HxPts,AxPts
2023-05-10,,POR,3,,,RSL,4,,,,,,,,
2023-05-10,,HOU,1,,,SKC,0,,,,,,,,
2023-05-10,,ATX,2,,,NM (USL),0,,,,,,,,
2023-05-23,,NYRB,1,,,CIN,1,,,,,,,,
2023-05-23,,MIA,2,,,NSH,1,,,,,,,,
2023-05-24,,PIT (USL),1,,,CLB,0,,,,,,,,
2023-05-23,,HOU,4,,,MIN,0,,,,,,,,
2023-05-23,,LAFC,0,,,LAG,2,,,,,,,,
2023-05-24,,BHM (USL),1,,,CLT,0,,,,,,,,
2023-05-24,,COL,0,,,RSL,1,,,,,,,,
2023-05-24,,ATX,0,,,CHI,2,,,,,,,,
2023-06-06,,CIN,3,,,PIT (USL),1,,,,,,,,
2023-06-06,,CHI,1,,,HOU,4,,,,,,,,
2023-06-07,,BHM (USL),0,,,MIA,1,,,,,,,,
2023-06-07,,RSL,3,,,LAG,2,,,,,,,,
2023-08-23,,CIN,3,,,MIA,3,,,,,,,,
2023-08-23,,HOU,3,,,RSL,1,,,,,,,,
2023-09-27,,MIA,1,,,HOU,2,,,,,,,,
2024-03-19,,MAD (USL1),2,,,Duluth FC,0,,,,,,,,
2024-03-19,,Chattanooga FC,0,,,Miami United FC,1,,,,,,,,
2024-03-19,,Vermont Green FC,4,,,LEX (USL1),3,,,,,,,,
2024-03-19,,The Villages SC,0,,,Savannah Clovers FC,2,,,,,,,,
2024-03-19,,West Chester United SC,0,,,Maryland Bobcats FC,2,,,,,,,,
2024-03-19,,TRM (USL1),1,,,FC America CFL Spurs,0,,,,,,,,
2024-03-20,,RIC (USL1),1,,,Christos FC,0,,,,,,,,
2024-03-19,,Tulsa Athletic,1,,,NCO (USL1),4,,,,,,,,
2024-03-20,,SC United Bantams,0,,,GVL (USL1),1,,,,,,,,
2024-03-20,,AS Frenzi,2,,,Club de Lyon FC,3,,,,,,,,
2024-03-20,,Asheville City SC,0,,,KNX (USL1),2,,,,,,,,
2024-03-19,,Timbers 2,1,,,El Farolito,2,,,,,,,,
2024-03-20,,NY Red Bulls II,5,,,Hudson Valley Hammers,1,,,,,,,,
2024-03-20,,Apotheos FC,1,,,Georgia Lions FC,0,,,,,,,,
2024-03-19,,Austin II,2,,,Foro SC,2,,,,,,,,
2024-03-21,,Steel City FC,0,,,Michigan Stars FC,1,,,,,,,,
2024-03-20,,Chicago Fire II,6,,,Chicago City SC,0,,,,,,,,
2024-03-20,,FC Folsom,1,,,CVF (USL1),2,,,,,,,,
2024-03-20,,Chicago House AC,0,,,Minn Utd 2,3,,,,,,,,
2024-03-21,,Western Mass Pioneers,0,,,OMA (USL1),4,,,,,,,,
2024-03-21,,Crown Legacy FC,0,,,South Carolina United Heat,1,,,,,,,,
2024-03-20,,Capo FC,2,,,Des Moines Menace,2,,,,,,,,
2024-03-20,,Irvine Zeta,1,,,MesoAmerica FC,0,,,,,,,,
2024-03-20,,Ballard FC,0,,,SPO (USL1),1,,,,,,,,
2024-03-21,,Carolina Core FC,3,,,Northern Virginia Royals,2,,,,,,,,
2024-03-21,,Vereinigung Erzgebirge,0,,,CLTI (USL1),2,,,,,,,,
2024-03-21,,FC Motown,0,,,New York City FC II,3,,,,,,,,
2024-03-20,,Los Angeles Force,2,,,Redlands FC,1,,,,,,,,
2024-03-21,,CHA (USL1),4,,,Brockton FC United,2,,,,,,,,
2024-03-21,,Rapids 2,3,,,Azteca FC,0,,,,,,,,
2024-03-21,,Lubbock Matadors SC,2,,,Arizona Monsoon FC,1,,,,,,,,
2024-03-21,,Galaxy II,2,,,Irvine Zeta 2,1,,,,,,,,
2024-04-02,,RIC (USL1),5,,,Maryland Bobcats FC,2,,,,,,,,
2024-04-02,,New York City FC II,4,,,NY Red Bulls II,2,,,,,,,,
2024-04-02,,CLTI (USL1),0,,,South Carolina United Heat,0,,,,,,,,
2024-04-03,,Miami United FC,2,,,Club de Lyon FC,0,,,,,,,,
2024-04-03,,Vermont Green FC,1,,,Carolina Core FC,2,,,,,,,,
2024-04-03,,TRM (USL1),4,,,Savannah Clovers FC,0,,,,,,,,
2024-04-03,,KNX (USL1),2,,,GVL (USL1),3,,,,,,,,
2024-04-02,,Minn Utd 2,0,,,Michigan Stars FC,2,,,,,,,,
2024-04-02,,Lubbock Matadors SC,2,,,Foro SC,0,,,,,,,,
2024-04-02,,CVF (USL1),1,,,El Farolito,2,,,,,,,,
2024-04-03,,Apotheos FC,0,,,CHA (USL1),1,,,,,,,,
2024-04-03,,Chicago Fire II,2,,,MAD (USL1),0,,,,,,,,
2024-04-03,,Rapids 2,2,,,NCO (USL1),3,,,,,,,,
2024-04-03,,SPO (USL1),1,,,Los Angeles Force,0,,,,,,,,
2024-04-03,,Galaxy II,0,,,Irvine Zeta,3,,,,,,,,
2024-04-03,,OMA (USL1),3,,,Des Moines Menace,1,,,,,,,,
2024-04-16,,LOU (USL),3,,,GVL (USL1),1,,,,,,,,
2024-04-16,,CLTI (USL1),4,,,RI (USL),4,,,,,,,,
2024-04-16,,DET (USL),1,,,Michigan Stars FC,0,,,,,,,,
2024-04-17,,MEM (USL),2,,,Miami United FC,0,,,,,,,,
2024-04-17,,NC (USL1),1,,,Carolina Core FC,0,,,,,,,,
2024-04-17,,RIC (USL1),0,,,LDN (USL),0,,,,,,,,
2024-04-17,,HFD (USL),2,,,New York City FC II,3,,,,,,,,
2024-04-16,,NM (USL),3,,,Lubbock Matadors SC,1,,,,,,,,
2024-04-16,,Roots,2,,,El Farolito,1,,,,,,,,
2024-04-17,,MIA (USL),2,,,TRM (USL1),4,,,,,,,,
2024-04-17,,Chicago Fire II,0,,,IND (USL),1,,,,,,,,
2024-04-17,,BHM (USL),4,,,CHA (USL1),2,,,,,,,,
2024-04-17,,TUL (USL),2,,,NCO (USL1),1,,,,,,,,
2024-04-17,,OMA (USL1),0,,,ELP (USL),0,,,,,,,,
2024-04-17,,MB (USL),2,,,Irvine Zeta,1,,,,,,,,
2024-04-17,,LV (USL),2,,,SPO (USL1),1,,,,,,,,
2024-05-07,,PIT (USL),0,,,TUL (USL),1,,,,,,,,
2024-05-07,,ATL,3,,,CLTI (USL1),0,,,,,,,,
2024-05-07,,SJE,1,,,Roots,0,,,,,,,,
2024-05-07,,OC (USL),1,,,LDN (USL),2,,,,,,,,
2024-05-08,,CHS (USL),3,,,TRM (USL1),2,,,,,,,,
2024-05-07,,HOU,3,,,DET (USL),3,,,,,,,,
2024-05-08,,IND (USL),2,,,SA (USL),0,,,,,,,,
2024-05-08,,NC (USL1),1,,,PHX (USL),2,,,,,,,,
2024-05-08,,TBR (USL),6,,,BHM (USL),4,,,,,,,,
2024-05-07,,SAC (USL),2,,,MB (USL),0,,,,,,,,
2024-05-07,,FCD,1,,,MEM (USL),0,,,,,,,,
2024-05-08,,New York City FC II,1,,,COS (USL),0,,,,,,,,
2024-05-08,,OMA (USL1),1,,,SKC,2,,,,,,,,
2024-05-08,,NM (USL),4,,,RSL,2,,,,,,,,
2024-05-08,,LV (USL),1,,,LAFC,3,,,,,,,,
2024-05-08,,SEA,2,,,LOU (USL),2,,,,,,,,
2024-05-21,,CHS (USL),0,,,ATL,0,,,,,,,,
2024-05-21,,New York City FC II,0,,,NM (USL),3,,,,,,,,
2024-05-22,,IND (USL),3,,,DET (USL),0,,,,,,,,
2024-05-21,,SAC (USL),4,,,SJE,3,,,,,,,,
2024-05-21,,SKC,4,,,TUL (USL),0,,,,,,,,
2024-05-21,,LAFC,3,,,LDN (USL),0,,,,,,,,
2024-05-22,,TBR (USL),1,,,FCD,2,,,,,,,,
2024-05-22,,SEA,2,,,PHX (USL),1,,,,,,,,
2024-07-09,,ATL,1,,,IND (USL),2,,,,,,,,
2024-07-09,,SAC (USL),1,,,SEA,2,,,,,,,,
2024-07-10,,SKC,2,,,FCD,1,,,,,,,,
2024-07-10,,LAFC,3,,,NM (USL),1,,,,,,,,
2024-08-27,,SKC,2,,,IND (USL),0,,,,,,,,
2024-08-28,,SEA,0,,,LAFC,1,,,,,,,,
2024-09-25,,LAFC,3,,,SKC,1,,,,,,,,
2025-03-18,,HFD (USL),3,,,New York Shockers,0,,,,,,,,
2025-03-18,,MIA (USL),4,,,Naples United FC,1,,,,,,,,
2025-03-18,,SAR (USL1),1,,,FCN (USL1),2,,,,,,,,
2025-03-18,,New Jersey Alliance FC,2,,,CHA (USL1),2,,,,,,,,
2025-03-18,,FC Motown,0,,,WES (USL1),1,,,,,,,,
2025-03-18,,Asheville City SC,0,,,GVL (USL1),0,,,,,,,,
2025-03-18,,West Chester United SC,2,,,LDN (USL),3,,,,,,,,
2025-03-19,,Crew 2,4,,,NY Renegades FC,1,,,,,,,,
2025-03-19,,Chattanooga FC,1,,,CRP (USL1),0,,,,,,,,
2025-03-19,,Sporting KC II,1,,,Des Moines Menace,2,,,,,,,,
2025-03-19,,Appalachian FC,0,,,KNX (USL1),3,,,,,,,,
2025-03-19,,Inter Miami II,4,,,Miami United FC,2,,,,,,,,
2025-03-19,,RIC (USL1),1,,,Virginia Dream FC,3,,,,,,,,
2025-03-18,,TXO (USL1),1,,,Foro SC,2,,,,,,,,
2025-03-18,,AVA (USL1),3,,,Ventura County Fusion,1,,,,,,,,
2025-03-18,,Tulsa Athletic,0,,,TUL (USL),1,,,,,,,,
2025-03-18,,Galaxy II,7,,,Laguna United FC,0,,,,,,,,
2025-03-19,,LEX (USL1),5,,,Southern Indiana FC,0,,,,,,,,
2025-03-20,,MAD (USL1),5,,,Duluth FC,1,,,,,,,,
2025-03-20,,POR (USL1),4,,,CD Faialense,0,,,,,,,,
2025-03-19,,Little Rock Rangers SC,1,,,BHM (USL),0,,,,,,,,
2025-03-19,,MB (USL),4,,,Inter San Francisco,0,,,,,,,,
2025-03-20,,TRM (USL1),3,,,Harbor City FC,0,,,,,,,,
2025-03-20,,Long Island Rough Riders,2,,,CLTI (USL1),3,,,,,,,,
2025-03-19,,Monarchs,1,,,El Farolito,3,,,,,,,,
2025-03-19,,Ballard FC,0,,,SPO (USL1),1,,,,,,,,
2025-03-19,,LAFC 2,7,,,FC Arizona,1,,,,,,,,
2025-03-20,,FC Cincinnati 2,0,,,New York Pancyprian-Freedoms,0,,,,,,,,
2025-03-20,,Carolina Core FC,4,,,Soda City FC,2,,,,,,,,
2025-03-19,,ELP (USL),5,,,Harpos FC,1,,,,,,,,
2025-03-20,,Tacoma,3,,,Washington AC,1,,,,,,,,
2025-03-21,,Colorado Rush,1,,,OMA (USL1),2,,,,,,,,
2025-04-01,,Crew 2,3,,,LEX (USL1),0,,,,,,,,
2025-04-01,,TRM (USL1),3,,,Foro SC,2,,,,,,,,
2025-04-01,,CLTI (USL1),2,,,Carolina Core FC,1,,,,,,,,
2025-04-01,,Inter Miami II,0,,,MIA (USL),1,,,,,,,,
2025-04-02,,LDN (USL),4,,,Virginia Dream FC,2,,,,,,,,
2025-04-02,,MAD (USL1),1,,,TUL (USL),3,,,,,,,,
2025-04-02,,POR (USL1),1,,,HFD (USL),1,,,,,,,,
2025-04-01,,MB (USL),1,,,El Farolito,2,,,,,,,,
2025-04-02,,GVL (USL1),1,,,KNX (USL1),3,,,,,,,,
2025-04-02,,WES (USL1),3,,,New York Pancyprian-Freedoms,2,,,,,,,,
2025-04-02,,Chattanooga FC,1,,,CHA (USL1),1,,,,,,,,
2025-04-01,,AVA (USL1),2,,,LAFC 2,1,,,,,,,,
2025-04-02,,FCN (USL1),3,,,Little Rock Rangers SC,0,,,,,,,,
2025-04-02,,Tacoma,2,,,SPO (USL1),1,,,,,,,,
2025-04-02,,Galaxy II,0,,,ELP (USL),3,,,,,,,,
2025-04-02,,Des Moines Menace,1,,,OMA (USL1),2,,,,,,,,
2025-04-15,,Crew 2,0,,,PIT (USL),1,,,,,,,,
2025-04-15,,CLTI (USL1),1,,,NC (USL1),3,,,,,,,,
2025-04-15,,POR (USL1),1,,,RI (USL),2,,,,,,,,
2025-04-15,,LOU (USL),2,,,LDN (USL),1,,,,,,,,
2025-04-15,,CHS (USL),4,,,TRM (USL1),0,,,,,,,,
2025-04-16,,DET (USL),3,,,WES (USL1),1,,,,,,,,
2025-04-15,,AVA (USL1),2,,,OC (USL),2,,,,,,,,
2025-04-16,,FCN (USL1),1,,,TBR (USL),1,,,,,,,,
2025-04-15,,OMA (USL1),1,,,SA (USL),0,,,,,,,,
2025-04-16,,IND (USL),1,,,MIA (USL),0,,,,,,,,
2025-04-15,,Tacoma,2,,,Roots,1,,,,,,,,
2025-04-16,,SAC (USL),1,,,El Farolito,0,,,,,,,,
2025-04-16,,TUL (USL),1,,,PHX (USL),1,,,,,,,,
2025-04-16,,COS (USL),3,,,KNX (USL1),2,,,,,,,,
2025-04-16,,NM (USL),2,,,ELP (USL),2,,,,,,,,
2025-04-16,,LV (USL),2,,,CHA (USL1),2,,,,,,,,
2025-05-06,,NC (USL1),1,,,CLT,4,,,,,,,,
2025-05-06,,DCU,2,,,CHS (USL),0,,,,,,,,
2025-05-06,,Tacoma,2,,,POR,3,,,,,,,,
2025-05-06,,NSH,1,,,CHA (USL1),0,,,,,,,,
2025-05-07,,PIT (USL),1,,,NYC,0,,,,,,,,
2025-05-06,,COS (USL),1,,,NYRB,4,,,,,,,,
2025-05-07,,LOU (USL),0,,,MIN,1,,,,,,,,
2025-05-07,,RI (USL),1,,,NER,2,,,,,,,,
2025-05-07,,PHI,1,,,IND (USL),1,,,,,,,,
2025-05-07,,TBR (USL),0,,,ORL,5,,,,,,,,
2025-05-07,,PHX (USL),1,,,HOU,4,,,,,,,,
2025-05-07,,CHI,4,,,DET (USL),0,,,,,,,,
2025-05-07,,STL,2,,,OMA (USL1),0,,,,,,,,
2025-05-07,,FCD,3,,,AVA (USL1),1,,,,,,,,
2025-05-07,,SJE,2,,,SAC (USL),1,,,,,,,,
2025-05-07,,ATX,3,,,ELP (USL),2,,,,,,,,
2025-05-20,,NER,1,,,CHI,3,,,,,,,,
2025-05-21,,MIN,3,,,STL,2,,,,,,,,
2025-05-21,,PHI,4,,,PIT (USL),1,,,,,,,,
2025-05-21,,DCU,3,,,CLT,3,,,,,,,,
2025-05-20,,SJE,1,,,POR,0,,,,,,,,
2025-05-21,,ORL,2,,,NSH,3,,,,,,,,
2025-05-21,,NYRB,2,,,FCD,2,,,,,,,,
2025-05-21,,ATX,3,,,HOU,1,,,,,,,,
2025-07-08,,MIN,3,,,CHI,1,,,,,,,,
2025-07-08,,SJE,2,,,ATX,2,,,,,,,,
2025-07-09,,NSH,5,,,DCU,2,,,,,,,,
2025-08-13,,PHI,3,,,NYRB,2,,,,,,,,
2025-09-16,,NSH,3,,,PHI,1,,,,,,,,
2025-09-17,,MIN,1,,,ATX,2,,,,,,,,
2025-10-01,,ATX,1,,,NSH,2,,,,,,,,
2026-03-17,,TRM (USL1),0,,,FC America CFL Spurs,1,,,,,,,,
2026-03-17,,RIC (USL1),2,,,Northern Virginia Royals,0,,,,,,,,
2026-03-17,,Vermont Green FC,1,,,POR (USL1),0,,,,,,,,
2026-03-17,,RI (USL),4,,,CD Faialense,0,,,,,,,,
2026-03-17,,West Chester United SC,1,,,LDN (USL),2,,,,,,,,
2026-03-17,,DET (USL),5,,,Michigan Rangers,1,,,,,,,,
2026-03-18,,Chattanooga FC,2,,,Kalonji Pro-Profile,1,,,,,,,,
2026-03-17,,COS (USL),3,,,Azteca FC,0,,,,,,,,
2026-03-18,,Asheville City SC,3,,,GVL (USL1),1,,,,,,,,
2026-03-18,,CHS (USL),2,,,Florida Badgers,1,,,,,,,,
2026-03-18,,FC Motown,0,,,HFD (USL),2,,,,,,,,
2026-03-17,,PHX (USL),4,,,San Ramon FC,0,,,,,,,,
2026-03-18,,LOU (USL),2,,,Southern Indiana FC,0,,,,,,,,
2026-03-18,,FCN (USL1),3,,,Red Force FC,0,,,,,,,,
2026-03-18,,Vistula Garfield,1,,,KNX (USL1),3,,,,,,,,
2026-03-17,,IND (USL),3,,,Des Moines Menace,0,,,,,,,,
2026-03-19,,Carolina Core FC,1,,,Virginia Dream FC,2,,,,,,,,
2026-03-19,,CLTI (USL1),4,,,Ristozi FC,1,,,,,,,,
2026-03-19,,Flint City Bucks,2,,,MAD (USL1),0,,,,,,,,
2026-03-18,,SAC (USL),2,,,El Farolito,0,,,,,,,,
2026-03-18,,Little Rock Rangers SC,2,,,TUL (USL),4,,,,,,,,
2026-03-19,,LEX (USL1),9,,,Flower City Union,0,,,,,,,,
2026-03-18,,BOHFS St. Louis,0,,,OMA (USL1),8,,,,,,,,
2026-03-18,,Ventura County Fusion,1,,,SPO (USL1),2,,,,,,,,
2026-03-18,,AVA (USL1),0,,,Valley 559 FC,1,,,,,,,,
2026-03-18,,SA (USL),6,,,ASC New Stars,0,,,,,,,,
2026-03-18,,OC (USL),3,,,Laguna United FC,0,,,,,,,,
2026-03-18,,NM (USL),3,,,Cruizers FC,2,,,,,,,,
2026-03-19,,WES (USL1),2,,,NY Renegades FC,0,,,,,,,,
2026-03-19,,Laredo Heat,0,,,ELP (USL),2,,,,,,,,
2026-03-19,,Tennessee Tempo,1,,,CHA (USL1),0,,,,,,,,
2026-03-25,,PIT (USL),2,,,Steel City FC,1,,,,,,,,
2026-03-31,,PIT (USL),2,,,Virginia Dream FC,0,,,,,,,,
2026-03-31,,FCN (USL1),3,,,FC America CFL Spurs,0,,,,,,,,
2026-03-31,,Asheville City SC,1,,,KNX (USL1),1,,,,,,,,
2026-03-31,,IND (USL),1,,,OMA (USL1),2,,,,,,,,
2026-03-31,,CLTI (USL1),3,,,CHS (USL),2,,,,,,,,
2026-04-01,,Chattanooga FC,1,,,Tennessee Tempo,0,,,,,,,,
2026-04-01,,RIC (USL1),1,,,LDN (USL),0,,,,,,,,
2026-04-01,,LEX (USL1),0,,,LOU (USL),2,,,,,,,,
2026-04-01,,Vermont Green FC,0,,,WES (USL1),0,,,,,,,,
2026-04-01,,RI (USL),2,,,HFD (USL),0,,,,,,,,
2026-03-31,,Valley 559 FC,0,,,SAC (USL),4,,,,,,,,
2026-04-01,,Flint City Bucks,0,,,DET (USL),1,,,,,,,,
2026-04-01,,COS (USL),1,,,SPO (USL1),1,,,,,,,,
2026-04-01,,OC (USL),1,,,PHX (USL),2,,,,,,,,
2026-04-01,,NM (USL),0,,,ELP (USL),4,,,,,,,,
2026-04-01,,SA (USL),0,,,TUL (USL),1,,,,,,,,
2026-04-14,,NER,1,,,RI (USL),1,,,,,,,,
2026-04-14,,LOU (USL),2,,,ATX,1,,,,,,,,
2026-04-14,,DET (USL),1,,,CHI,2,,,,,,,,
2026-04-14,,WES (USL1),2,,,NYC,5,,,,,,,,
2026-04-14,,COS (USL),3,,,SKC,0,,,,,,,,
2026-04-14,,SAC (USL),0,,,MIN,0,,,,,,,,
2026-04-14,,COL,1,,,OMA (USL1),0,,,,,,,,
